PM2.5,PM10,CO,NO2,SO2,O3,Time,hour
106.0,114.0,1.37,32.0,9.0,44.0,2019-02-03 15:00:00,2019-02-03 15:00:00
115.0,119.0,1.46,33.0,9.0,41.0,2019-02-03 16:00:00,2019-02-03 16:00:00
117.0,123.0,1.44,37.0,9.0,39.0,2019-02-03 17:00:00,2019-02-03 17:00:00
129.0,139.0,1.58,45.0,9.0,30.0,2019-02-03 18:00:00,2019-02-03 18:00:00
140.0,141.0,1.58,51.0,9.0,19.0,2019-02-03 19:00:00,2019-02-03 19:00:00
130.0,145.0,1.52,45.0,9.0,21.0,2019-02-03 20:00:00,2019-02-03 20:00:00
137.0,151.0,1.62,50.0,9.0,14.0,2019-02-03 21:00:00,2019-02-03 21:00:00
143.0,153.0,1.77,57.0,9.0,3.0,2019-02-03 22:00:00,2019-02-03 22:00:00
138.0,151.0,1.74,52.0,9.0,4.0,2019-02-03 23:00:00,2019-02-03 23:00:00
136.0,157.0,1.83,47.0,9.0,4.0,2019-02-04 00:00:00,2019-02-04 00:00:00
136.0,151.0,1.98,44.0,9.0,5.0,2019-02-04 01:00:00,2019-02-04 01:00:00
137.0,154.0,1.88,32.0,10.0,21.0,2019-02-04 02:00:00,2019-02-04 02:00:00
129.0,177.0,1.83,29.0,9.0,23.0,2019-02-04 03:00:00,2019-02-04 03:00:00
142.0,169.0,1.96,40.0,9.0,3.0,2019-02-04 04:00:00,2019-02-04 04:00:00
127.0,152.0,1.98,37.0,10.0,2.0,2019-02-04 05:00:00,2019-02-04 05:00:00
132.0,143.0,2.02,41.0,10.0,4.0,2019-02-04 06:00:00,2019-02-04 06:00:00
132.0,157.0,1.89,43.0,11.0,10.0,2019-02-04 07:00:00,2019-02-04 07:00:00
143.0,172.0,1.76,35.0,15.0,32.0,2019-02-04 08:00:00,2019-02-04 08:00:00
128.0,194.0,1.59,27.0,16.0,54.0,2019-02-04 09:00:00,2019-02-04 09:00:00
125.0,195.0,1.41,14.0,15.0,88.0,2019-02-04 10:00:00,2019-02-04 10:00:00
94.0,161.0,1.54,17.0,14.0,96.0,2019-02-04 11:00:00,2019-02-04 11:00:00
106.0,163.0,1.24,13.0,12.0,101.0,2019-02-04 12:00:00,2019-02-04 12:00:00
70.0,107.0,0.97,12.0,11.0,105.0,2019-02-04 13:00:00,2019-02-04 13:00:00
58.0,86.0,0.95,12.0,10.0,103.0,2019-02-04 14:00:00,2019-02-04 14:00:00
62.0,94.0,1.37,21.0,11.0,103.0,2019-02-04 15:00:00,2019-02-04 15:00:00
102.0,135.0,1.66,29.0,14.0,92.0,2019-02-04 16:00:00,2019-02-04 16:00:00
112.0,159.0,1.52,23.0,13.0,94.0,2019-02-04 17:00:00,2019-02-04 17:00:00
110.0,147.0,1.5,22.0,12.0,95.0,2019-02-04 18:00:00,2019-02-04 18:00:00
116.0,158.0,1.4,20.0,12.0,98.0,2019-02-04 19:00:00,2019-02-04 19:00:00
107.0,156.0,1.33,17.0,12.0,102.0,2019-02-04 20:00:00,2019-02-04 20:00:00
101.0,146.0,1.33,18.0,12.0,98.0,2019-02-04 21:00:00,2019-02-04 21:00:00
109.0,157.0,1.32,19.0,12.0,92.0,2019-02-04 22:00:00,2019-02-04 22:00:00
116.0,160.0,1.26,16.0,11.0,84.0,2019-02-04 23:00:00,2019-02-04 23:00:00
112.0,156.0,1.09,17.0,11.0,77.0,2019-02-05 00:00:00,2019-02-05 00:00:00
97.0,146.0,0.86,15.0,11.0,70.0,2019-02-05 01:00:00,2019-02-05 01:00:00
83.0,140.0,0.84,17.0,10.0,57.0,2019-02-05 02:00:00,2019-02-05 02:00:00
77.0,131.0,0.83,19.0,9.0,42.0,2019-02-05 03:00:00,2019-02-05 03:00:00
83.0,124.0,0.78,20.0,9.0,45.0,2019-02-05 04:00:00,2019-02-05 04:00:00
78.0,137.0,0.86,26.0,9.0,28.0,2019-02-05 05:00:00,2019-02-05 05:00:00
77.0,121.0,0.88,33.0,9.0,28.0,2019-02-05 06:00:00,2019-02-05 06:00:00
80.0,143.0,0.9,32.0,11.0,34.0,2019-02-05 07:00:00,2019-02-05 07:00:00
78.0,132.0,0.82,22.0,11.0,53.0,2019-02-05 08:00:00,2019-02-05 08:00:00
77.0,130.0,0.95,16.0,12.0,67.0,2019-02-05 09:00:00,2019-02-05 09:00:00
75.0,126.0,1.17,19.0,14.0,70.0,2019-02-05 10:00:00,2019-02-05 10:00:00
94.0,132.0,1.28,19.0,16.0,72.0,2019-02-05 11:00:00,2019-02-05 11:00:00
106.0,132.0,1.16,16.0,14.0,77.0,2019-02-05 12:00:00,2019-02-05 12:00:00
101.0,126.0,1.2,18.0,15.0,78.0,2019-02-05 13:00:00,2019-02-05 13:00:00
101.0,128.0,1.15,18.0,14.0,77.0,2019-02-05 14:00:00,2019-02-05 14:00:00
101.0,126.0,1.18,22.0,14.0,74.0,2019-02-05 15:00:00,2019-02-05 15:00:00
100.0,127.0,1.35,39.0,12.0,52.0,2019-02-05 16:00:00,2019-02-05 16:00:00
108.0,149.0,1.38,45.0,11.0,42.0,2019-02-05 17:00:00,2019-02-05 17:00:00
103.0,133.0,1.53,53.0,11.0,26.0,2019-02-05 18:00:00,2019-02-05 18:00:00
108.0,130.0,1.73,68.0,11.0,6.0,2019-02-05 19:00:00,2019-02-05 19:00:00
110.0,134.0,1.84,67.0,11.0,3.0,2019-02-05 20:00:00,2019-02-05 20:00:00
122.0,140.0,1.94,66.0,12.0,2.0,2019-02-05 21:00:00,2019-02-05 21:00:00
129.0,149.0,1.94,59.0,12.0,2.0,2019-02-05 22:00:00,2019-02-05 22:00:00
126.0,150.0,1.84,52.0,10.0,3.0,2019-02-05 23:00:00,2019-02-05 23:00:00
135.0,156.0,1.9,47.0,10.0,5.0,2019-02-06 00:00:00,2019-02-06 00:00:00
150.0,161.0,1.74,43.0,10.0,10.0,2019-02-06 01:00:00,2019-02-06 01:00:00
152.0,166.0,1.56,32.0,10.0,19.0,2019-02-06 02:00:00,2019-02-06 02:00:00
131.0,151.0,1.46,24.0,10.0,26.0,2019-02-06 03:00:00,2019-02-06 03:00:00
115.0,133.0,1.39,20.0,9.0,28.0,2019-02-06 04:00:00,2019-02-06 04:00:00
107.0,119.0,1.33,20.0,10.0,30.0,2019-02-06 05:00:00,2019-02-06 05:00:00
106.0,115.0,1.29,28.0,10.0,19.0,2019-02-06 06:00:00,2019-02-06 06:00:00
100.0,109.0,1.34,26.0,10.0,21.0,2019-02-06 07:00:00,2019-02-06 07:00:00
94.0,103.0,1.27,22.0,11.0,25.0,2019-02-06 08:00:00,2019-02-06 08:00:00
86.0,96.0,1.24,19.0,10.0,30.0,2019-02-06 09:00:00,2019-02-06 09:00:00
72.0,77.0,1.2,17.0,11.0,39.0,2019-02-06 10:00:00,2019-02-06 10:00:00
62.0,67.0,1.13,13.0,11.0,49.0,2019-02-06 11:00:00,2019-02-06 11:00:00
54.0,58.0,1.07,9.0,12.0,64.0,2019-02-06 12:00:00,2019-02-06 12:00:00
37.0,40.0,1.06,7.0,12.0,76.0,2019-02-06 13:00:00,2019-02-06 13:00:00
33.0,31.0,1.1,10.0,11.0,75.0,2019-02-06 14:00:00,2019-02-06 14:00:00
39.0,38.0,1.24,23.0,11.0,56.0,2019-02-06 15:00:00,2019-02-06 15:00:00
50.0,63.0,1.43,29.0,13.0,50.0,2019-02-06 16:00:00,2019-02-06 16:00:00
69.0,74.0,1.44,33.0,24.0,35.0,2019-02-06 19:00:00,2019-02-06 19:00:00
70.0,80.0,1.7,36.0,14.0,32.0,2019-02-06 21:00:00,2019-02-06 21:00:00
77.0,77.0,1.59,28.0,13.0,32.0,2019-02-06 22:00:00,2019-02-06 22:00:00
87.0,92.0,1.55,12.0,10.0,51.0,2019-02-06 23:00:00,2019-02-06 23:00:00
70.0,71.0,1.64,11.0,9.0,62.0,2019-02-07 00:00:00,2019-02-07 00:00:00
76.0,72.0,1.57,8.0,9.0,72.0,2019-02-07 01:00:00,2019-02-07 01:00:00
92.0,89.0,1.49,8.0,9.0,65.0,2019-02-07 02:00:00,2019-02-07 02:00:00
93.0,99.0,1.49,8.0,8.0,59.0,2019-02-07 03:00:00,2019-02-07 03:00:00
62.0,61.0,1.36,11.0,8.0,39.0,2019-02-07 04:00:00,2019-02-07 04:00:00
68.0,66.0,1.28,13.0,8.0,28.0,2019-02-07 05:00:00,2019-02-07 05:00:00
74.0,90.0,1.17,14.0,8.0,49.0,2019-02-07 06:00:00,2019-02-07 06:00:00
107.0,135.0,1.1,14.0,9.0,58.0,2019-02-07 07:00:00,2019-02-07 07:00:00
93.0,122.0,1.05,15.0,9.0,62.0,2019-02-07 08:00:00,2019-02-07 08:00:00
92.0,123.0,0.94,15.0,9.0,63.0,2019-02-07 09:00:00,2019-02-07 09:00:00
69.0,92.0,0.9,15.0,8.0,60.0,2019-02-07 10:00:00,2019-02-07 10:00:00
64.0,94.0,0.96,15.0,8.0,57.0,2019-02-07 11:00:00,2019-02-07 11:00:00
73.0,113.0,1.03,17.0,8.0,54.0,2019-02-07 12:00:00,2019-02-07 12:00:00
73.0,115.0,0.87,14.0,8.0,60.0,2019-02-07 13:00:00,2019-02-07 13:00:00
57.0,84.0,0.72,11.0,8.0,70.0,2019-02-07 14:00:00,2019-02-07 14:00:00
15.0,36.0,0.65,11.0,8.0,70.0,2019-02-07 20:00:00,2019-02-07 20:00:00
17.0,12.0,0.6,14.0,8.0,58.0,2019-02-08 06:00:00,2019-02-08 06:00:00
17.0,11.0,0.63,17.0,8.0,57.0,2019-02-08 07:00:00,2019-02-08 07:00:00
19.0,18.0,0.63,15.0,8.0,58.0,2019-02-08 08:00:00,2019-02-08 08:00:00
25.0,18.0,0.64,13.0,8.0,61.0,2019-02-08 09:00:00,2019-02-08 09:00:00
19.0,18.0,0.69,16.0,8.0,60.0,2019-02-08 10:00:00,2019-02-08 10:00:00
17.0,22.0,0.67,15.0,8.0,62.0,2019-02-08 11:00:00,2019-02-08 11:00:00
18.0,23.0,0.66,15.0,8.0,62.0,2019-02-08 12:00:00,2019-02-08 12:00:00
15.0,17.0,0.7,20.0,8.0,58.0,2019-02-08 13:00:00,2019-02-08 13:00:00
17.0,23.0,0.7,23.0,8.0,54.0,2019-02-08 14:00:00,2019-02-08 14:00:00
17.0,30.0,0.68,19.0,7.0,55.0,2019-02-08 15:00:00,2019-02-08 15:00:00
27.0,32.0,0.72,24.0,7.0,48.0,2019-02-08 16:00:00,2019-02-08 16:00:00
25.0,28.0,0.75,27.0,8.0,44.0,2019-02-08 17:00:00,2019-02-08 17:00:00
25.0,35.0,0.68,25.0,8.0,40.0,2019-02-08 18:00:00,2019-02-08 18:00:00
28.0,28.0,0.67,21.0,8.0,45.0,2019-02-08 19:00:00,2019-02-08 19:00:00
24.0,17.0,0.67,18.0,9.0,49.0,2019-02-08 20:00:00,2019-02-08 20:00:00
17.0,18.0,0.67,12.0,8.0,54.0,2019-02-08 21:00:00,2019-02-08 21:00:00
11.0,11.0,0.66,10.0,10.0,57.0,2019-02-08 22:00:00,2019-02-08 22:00:00
18.0,9.0,0.65,9.0,11.0,60.0,2019-02-08 23:00:00,2019-02-08 23:00:00
10.0,14.0,0.65,10.0,11.0,58.0,2019-02-09 00:00:00,2019-02-09 00:00:00
17.0,10.0,0.65,10.0,11.0,61.0,2019-02-09 01:00:00,2019-02-09 01:00:00
20.0,13.0,0.63,8.0,8.0,63.0,2019-02-09 02:00:00,2019-02-09 02:00:00
16.0,7.0,0.62,9.0,7.0,64.0,2019-02-09 03:00:00,2019-02-09 03:00:00
14.0,6.0,0.6,8.0,7.0,67.0,2019-02-09 04:00:00,2019-02-09 04:00:00
10.0,7.0,0.6,12.0,8.0,65.0,2019-02-09 05:00:00,2019-02-09 05:00:00
10.0,7.0,0.6,14.0,8.0,62.0,2019-02-09 06:00:00,2019-02-09 06:00:00
18.0,10.0,0.64,17.0,8.0,63.0,2019-02-09 07:00:00,2019-02-09 07:00:00
12.0,9.0,0.71,14.0,7.0,65.0,2019-02-09 08:00:00,2019-02-09 08:00:00
18.0,14.0,0.74,13.0,8.0,63.0,2019-02-09 09:00:00,2019-02-09 09:00:00
16.0,17.0,0.92,15.0,10.0,61.0,2019-02-09 10:00:00,2019-02-09 10:00:00
31.0,34.0,1.02,17.0,10.0,65.0,2019-02-09 11:00:00,2019-02-09 11:00:00
40.0,39.0,1.0,20.0,11.0,68.0,2019-02-09 12:00:00,2019-02-09 12:00:00
45.0,48.0,0.98,21.0,11.0,68.0,2019-02-09 13:00:00,2019-02-09 13:00:00
51.0,56.0,1.01,22.0,15.0,68.0,2019-02-09 14:00:00,2019-02-09 14:00:00
54.0,62.0,1.03,28.0,12.0,63.0,2019-02-09 15:00:00,2019-02-09 15:00:00
54.0,71.0,0.97,23.0,11.0,64.0,2019-02-09 16:00:00,2019-02-09 16:00:00
49.0,59.0,0.9,22.0,11.0,61.0,2019-02-09 17:00:00,2019-02-09 17:00:00
42.0,40.0,0.8,18.0,9.0,65.0,2019-02-09 18:00:00,2019-02-09 18:00:00
23.0,29.0,0.84,20.0,8.0,59.0,2019-02-09 19:00:00,2019-02-09 19:00:00
27.0,26.0,0.79,20.0,8.0,55.0,2019-02-09 20:00:00,2019-02-09 20:00:00
20.0,23.0,0.83,20.0,8.0,57.0,2019-02-09 21:00:00,2019-02-09 21:00:00
27.0,27.0,0.87,15.0,8.0,62.0,2019-02-09 22:00:00,2019-02-09 22:00:00
22.0,38.0,0.88,10.0,9.0,68.0,2019-02-09 23:00:00,2019-02-09 23:00:00
29.0,34.0,0.94,17.0,9.0,64.0,2019-02-10 00:00:00,2019-02-10 00:00:00
29.0,33.0,0.94,12.0,8.0,67.0,2019-02-10 01:00:00,2019-02-10 01:00:00
27.0,37.0,0.94,13.0,9.0,66.0,2019-02-10 02:00:00,2019-02-10 02:00:00
31.0,35.0,0.91,10.0,9.0,71.0,2019-02-10 03:00:00,2019-02-10 03:00:00
33.0,35.0,0.96,11.0,9.0,72.0,2019-02-10 04:00:00,2019-02-10 04:00:00
35.0,41.0,1.03,16.0,10.0,67.0,2019-02-10 05:00:00,2019-02-10 05:00:00
36.0,37.0,1.01,17.0,10.0,66.0,2019-02-10 06:00:00,2019-02-10 06:00:00
38.0,42.0,1.0,17.0,9.0,62.0,2019-02-10 07:00:00,2019-02-10 07:00:00
38.0,42.0,0.98,19.0,9.0,62.0,2019-02-10 08:00:00,2019-02-10 08:00:00
38.0,37.0,1.01,22.0,10.0,61.0,2019-02-10 09:00:00,2019-02-10 09:00:00
41.0,37.0,1.16,25.0,10.0,57.0,2019-02-10 10:00:00,2019-02-10 10:00:00
37.0,44.0,1.04,27.0,14.0,55.0,2019-02-10 11:00:00,2019-02-10 11:00:00
43.0,53.0,0.94,20.0,13.0,59.0,2019-02-10 12:00:00,2019-02-10 12:00:00
44.0,47.0,0.87,24.0,10.0,57.0,2019-02-10 13:00:00,2019-02-10 13:00:00
38.0,36.0,0.79,22.0,8.0,53.0,2019-02-10 14:00:00,2019-02-10 14:00:00
22.0,25.0,0.82,22.0,8.0,50.0,2019-02-10 15:00:00,2019-02-10 15:00:00
27.0,31.0,0.78,26.0,8.0,48.0,2019-02-10 16:00:00,2019-02-10 16:00:00
20.0,26.0,0.75,23.0,8.0,47.0,2019-02-10 17:00:00,2019-02-10 17:00:00
22.0,25.0,0.78,25.0,8.0,44.0,2019-02-10 18:00:00,2019-02-10 18:00:00
24.0,24.0,0.78,22.0,8.0,46.0,2019-02-10 19:00:00,2019-02-10 19:00:00
23.0,25.0,0.79,22.0,10.0,48.0,2019-02-10 20:00:00,2019-02-10 20:00:00
25.0,24.0,0.76,26.0,10.0,46.0,2019-02-10 21:00:00,2019-02-10 21:00:00
30.0,21.0,0.83,21.0,11.0,48.0,2019-02-10 22:00:00,2019-02-10 22:00:00
28.0,20.0,0.76,17.0,8.0,47.0,2019-02-10 23:00:00,2019-02-10 23:00:00
19.0,21.0,0.74,18.0,8.0,47.0,2019-02-11 00:00:00,2019-02-11 00:00:00
21.0,24.0,0.79,17.0,8.0,45.0,2019-02-11 01:00:00,2019-02-11 01:00:00
28.0,23.0,0.86,21.0,8.0,37.0,2019-02-11 02:00:00,2019-02-11 02:00:00
36.0,42.0,0.89,21.0,7.0,34.0,2019-02-11 03:00:00,2019-02-11 03:00:00
44.0,48.0,0.87,20.0,7.0,32.0,2019-02-11 04:00:00,2019-02-11 04:00:00
47.0,47.0,0.95,22.0,7.0,31.0,2019-02-11 05:00:00,2019-02-11 05:00:00
45.0,47.0,0.9,30.0,8.0,26.0,2019-02-11 06:00:00,2019-02-11 06:00:00
41.0,39.0,0.92,28.0,8.0,32.0,2019-02-11 07:00:00,2019-02-11 07:00:00
36.0,41.0,1.1,20.0,8.0,55.0,2019-02-11 08:00:00,2019-02-11 08:00:00
29.0,33.0,1.21,18.0,9.0,56.0,2019-02-11 09:00:00,2019-02-11 09:00:00
35.0,34.0,1.18,20.0,9.0,60.0,2019-02-11 10:00:00,2019-02-11 10:00:00
37.0,43.0,0.95,13.0,8.0,74.0,2019-02-11 11:00:00,2019-02-11 11:00:00
34.0,34.0,0.93,11.0,8.0,89.0,2019-02-11 12:00:00,2019-02-11 12:00:00
37.0,37.0,0.98,13.0,9.0,95.0,2019-02-11 13:00:00,2019-02-11 13:00:00
38.0,32.0,1.03,15.0,9.0,93.0,2019-02-11 14:00:00,2019-02-11 14:00:00
41.0,42.0,1.1,16.0,9.0,97.0,2019-02-11 15:00:00,2019-02-11 15:00:00
39.0,44.0,0.99,20.0,9.0,89.0,2019-02-11 16:00:00,2019-02-11 16:00:00
37.0,45.0,0.94,24.0,10.0,81.0,2019-02-11 17:00:00,2019-02-11 17:00:00
42.0,47.0,0.97,29.0,10.0,73.0,2019-02-11 18:00:00,2019-02-11 18:00:00
46.0,42.0,1.03,35.0,10.0,61.0,2019-02-11 19:00:00,2019-02-11 19:00:00
41.0,45.0,1.13,51.0,10.0,40.0,2019-02-11 20:00:00,2019-02-11 20:00:00
38.0,45.0,1.06,42.0,13.0,40.0,2019-02-11 21:00:00,2019-02-11 21:00:00
48.0,51.0,1.11,25.0,12.0,48.0,2019-02-11 22:00:00,2019-02-11 22:00:00
42.0,40.0,1.26,28.0,11.0,40.0,2019-02-11 23:00:00,2019-02-11 23:00:00
39.0,36.0,1.3,26.0,12.0,39.0,2019-02-12 00:00:00,2019-02-12 00:00:00
40.0,40.0,1.18,30.0,12.0,35.0,2019-02-12 01:00:00,2019-02-12 01:00:00
45.0,47.0,1.46,37.0,11.0,29.0,2019-02-12 02:00:00,2019-02-12 02:00:00
70.0,74.0,1.61,29.0,12.0,44.0,2019-02-12 03:00:00,2019-02-12 03:00:00
79.0,79.0,1.5,29.0,11.0,43.0,2019-02-12 04:00:00,2019-02-12 04:00:00
80.0,83.0,1.64,32.0,11.0,39.0,2019-02-12 05:00:00,2019-02-12 05:00:00
73.0,81.0,1.63,31.0,13.0,47.0,2019-02-12 06:00:00,2019-02-12 06:00:00
62.0,75.0,1.53,26.0,13.0,52.0,2019-02-12 07:00:00,2019-02-12 07:00:00
57.0,67.0,1.28,25.0,11.0,60.0,2019-02-12 08:00:00,2019-02-12 08:00:00
51.0,54.0,1.51,37.0,11.0,46.0,2019-02-12 09:00:00,2019-02-12 09:00:00
53.0,63.0,1.69,45.0,11.0,32.0,2019-02-12 10:00:00,2019-02-12 10:00:00
58.0,61.0,1.61,52.0,11.0,25.0,2019-02-12 11:00:00,2019-02-12 11:00:00
54.0,57.0,1.52,53.0,10.0,23.0,2019-02-12 12:00:00,2019-02-12 12:00:00
55.0,50.0,1.44,50.0,10.0,24.0,2019-02-12 13:00:00,2019-02-12 13:00:00
42.0,29.0,1.35,59.0,10.0,18.0,2019-02-12 14:00:00,2019-02-12 14:00:00
42.0,36.0,1.3,67.0,11.0,6.0,2019-02-12 15:00:00,2019-02-12 15:00:00
46.0,40.0,1.32,70.0,12.0,5.0,2019-02-12 16:00:00,2019-02-12 16:00:00
37.0,37.0,1.05,49.0,11.0,22.0,2019-02-12 17:00:00,2019-02-12 17:00:00
30.0,22.0,0.98,37.0,8.0,36.0,2019-02-12 18:00:00,2019-02-12 18:00:00
28.0,24.0,0.95,33.0,8.0,42.0,2019-02-12 19:00:00,2019-02-12 19:00:00
27.0,18.0,0.98,32.0,9.0,45.0,2019-02-12 20:00:00,2019-02-12 20:00:00
26.0,23.0,1.0,32.0,9.0,45.0,2019-02-12 21:00:00,2019-02-12 21:00:00
35.0,25.0,1.02,30.0,9.0,44.0,2019-02-12 22:00:00,2019-02-12 22:00:00
35.0,28.0,0.91,36.0,10.0,37.0,2019-02-12 23:00:00,2019-02-12 23:00:00
36.0,28.0,0.82,27.0,11.0,42.0,2019-02-13 00:00:00,2019-02-13 00:00:00
34.0,25.0,0.86,28.0,12.0,43.0,2019-02-13 01:00:00,2019-02-13 01:00:00
30.0,20.0,0.89,24.0,14.0,46.0,2019-02-13 02:00:00,2019-02-13 02:00:00
37.0,26.0,0.89,20.0,10.0,55.0,2019-02-13 03:00:00,2019-02-13 03:00:00
32.0,31.0,0.89,29.0,9.0,47.0,2019-02-13 04:00:00,2019-02-13 04:00:00
35.0,32.0,0.91,35.0,9.0,40.0,2019-02-13 05:00:00,2019-02-13 05:00:00
29.0,25.0,0.96,35.0,9.0,48.0,2019-02-13 06:00:00,2019-02-13 06:00:00
22.0,26.0,0.92,27.0,8.0,57.0,2019-02-13 07:00:00,2019-02-13 07:00:00
20.0,25.0,0.94,25.0,8.0,57.0,2019-02-13 08:00:00,2019-02-13 08:00:00
22.0,32.0,0.98,25.0,8.0,57.0,2019-02-13 09:00:00,2019-02-13 09:00:00
25.0,31.0,1.0,27.0,9.0,58.0,2019-02-13 10:00:00,2019-02-13 10:00:00
30.0,30.0,0.98,26.0,9.0,66.0,2019-02-13 11:00:00,2019-02-13 11:00:00
34.0,43.0,0.98,26.0,10.0,67.0,2019-02-13 12:00:00,2019-02-13 12:00:00
35.0,45.0,0.97,24.0,10.0,69.0,2019-02-13 13:00:00,2019-02-13 13:00:00
30.0,46.0,1.03,29.0,9.0,62.0,2019-02-13 14:00:00,2019-02-13 14:00:00
33.0,48.0,1.14,39.0,9.0,51.0,2019-02-13 15:00:00,2019-02-13 15:00:00
48.0,52.0,1.1,20.0,8.0,56.0,2019-02-13 20:00:00,2019-02-13 20:00:00
49.0,50.0,1.11,17.0,8.0,65.0,2019-02-13 21:00:00,2019-02-13 21:00:00
49.0,49.0,1.13,14.0,8.0,70.0,2019-02-13 22:00:00,2019-02-13 22:00:00
30.0,29.0,1.22,15.0,8.0,70.0,2019-02-13 23:00:00,2019-02-13 23:00:00
29.0,29.0,1.21,14.0,8.0,71.0,2019-02-14 00:00:00,2019-02-14 00:00:00
18.0,15.0,1.17,12.0,7.0,71.0,2019-02-14 01:00:00,2019-02-14 01:00:00
9.0,10.0,1.18,13.0,8.0,73.0,2019-02-14 02:00:00,2019-02-14 02:00:00
11.0,6.0,1.12,12.0,7.0,75.0,2019-02-14 03:00:00,2019-02-14 03:00:00
16.0,6.0,1.05,11.0,7.0,79.0,2019-02-14 04:00:00,2019-02-14 04:00:00
9.0,8.0,1.08,15.0,7.0,77.0,2019-02-14 05:00:00,2019-02-14 05:00:00
16.0,6.0,1.14,26.0,8.0,68.0,2019-02-14 06:00:00,2019-02-14 06:00:00
17.0,8.0,1.16,22.0,8.0,69.0,2019-02-14 07:00:00,2019-02-14 07:00:00
15.0,15.0,1.16,21.0,8.0,69.0,2019-02-14 08:00:00,2019-02-14 08:00:00
19.0,15.0,1.23,27.0,8.0,67.0,2019-02-14 09:00:00,2019-02-14 09:00:00
34.0,20.0,1.27,23.0,8.0,68.0,2019-02-14 10:00:00,2019-02-14 10:00:00
25.0,20.0,1.32,20.0,8.0,73.0,2019-02-14 11:00:00,2019-02-14 11:00:00
28.0,34.0,1.36,21.0,8.0,75.0,2019-02-14 12:00:00,2019-02-14 12:00:00
31.0,30.0,1.38,22.0,8.0,75.0,2019-02-14 13:00:00,2019-02-14 13:00:00
37.0,33.0,1.4,24.0,8.0,74.0,2019-02-14 14:00:00,2019-02-14 14:00:00
38.0,43.0,1.43,29.0,8.0,69.0,2019-02-14 15:00:00,2019-02-14 15:00:00
47.0,45.0,1.52,29.0,9.0,64.0,2019-02-14 16:00:00,2019-02-14 16:00:00
44.0,51.0,1.53,34.0,8.0,61.0,2019-02-14 17:00:00,2019-02-14 17:00:00
57.0,62.0,1.55,44.0,8.0,55.0,2019-02-14 18:00:00,2019-02-14 18:00:00
56.0,74.0,1.52,47.0,8.0,50.0,2019-02-14 19:00:00,2019-02-14 19:00:00
56.0,63.0,1.5,45.0,9.0,47.0,2019-02-14 20:00:00,2019-02-14 20:00:00
53.0,61.0,1.56,46.0,8.0,45.0,2019-02-14 21:00:00,2019-02-14 21:00:00
53.0,56.0,1.52,48.0,8.0,44.0,2019-02-14 22:00:00,2019-02-14 22:00:00
49.0,47.0,1.42,51.0,9.0,39.0,2019-02-14 23:00:00,2019-02-14 23:00:00
55.0,55.0,1.37,50.0,14.0,35.0,2019-02-15 00:00:00,2019-02-15 00:00:00
47.0,58.0,1.22,39.0,17.0,39.0,2019-02-15 01:00:00,2019-02-15 01:00:00
48.0,62.0,1.18,29.0,9.0,52.0,2019-02-15 02:00:00,2019-02-15 02:00:00
46.0,53.0,1.16,29.0,11.0,51.0,2019-02-15 03:00:00,2019-02-15 03:00:00
60.0,64.0,1.12,28.0,15.0,48.0,2019-02-15 04:00:00,2019-02-15 04:00:00
47.0,75.0,1.09,28.0,9.0,54.0,2019-02-15 05:00:00,2019-02-15 05:00:00
41.0,47.0,1.16,45.0,9.0,43.0,2019-02-15 06:00:00,2019-02-15 06:00:00
31.0,36.0,1.19,50.0,9.0,35.0,2019-02-15 07:00:00,2019-02-15 07:00:00
35.0,45.0,1.23,51.0,10.0,35.0,2019-02-15 08:00:00,2019-02-15 08:00:00
41.0,48.0,1.29,53.0,9.0,33.0,2019-02-15 09:00:00,2019-02-15 09:00:00
41.0,48.0,1.32,40.0,9.0,42.0,2019-02-15 10:00:00,2019-02-15 10:00:00
37.0,38.0,1.33,31.0,9.0,52.0,2019-02-15 11:00:00,2019-02-15 11:00:00
33.0,25.0,1.28,30.0,9.0,55.0,2019-02-15 12:00:00,2019-02-15 12:00:00
32.0,23.0,1.25,34.0,9.0,53.0,2019-02-15 13:00:00,2019-02-15 13:00:00
27.0,21.0,1.24,39.0,8.0,52.0,2019-02-15 14:00:00,2019-02-15 14:00:00
27.0,23.0,1.23,32.0,8.0,56.0,2019-02-15 15:00:00,2019-02-15 15:00:00
34.0,26.0,1.26,37.0,8.0,54.0,2019-02-15 16:00:00,2019-02-15 16:00:00
40.0,36.0,0.93,46.0,7.0,32.0,2019-02-15 18:00:00,2019-02-15 18:00:00
37.0,37.0,0.97,48.0,8.0,38.0,2019-02-15 19:00:00,2019-02-15 19:00:00
36.0,35.0,1.03,52.0,9.0,34.0,2019-02-15 20:00:00,2019-02-15 20:00:00
40.0,29.0,1.13,48.0,8.0,35.0,2019-02-15 21:00:00,2019-02-15 21:00:00
61.0,54.0,1.08,44.0,9.0,34.0,2019-02-15 22:00:00,2019-02-15 22:00:00
52.0,58.0,1.07,34.0,9.0,39.0,2019-02-15 23:00:00,2019-02-15 23:00:00
59.0,55.0,1.03,25.0,8.0,46.0,2019-02-16 00:00:00,2019-02-16 00:00:00
62.0,55.0,1.06,20.0,8.0,50.0,2019-02-16 01:00:00,2019-02-16 01:00:00
63.0,67.0,1.1,20.0,8.0,49.0,2019-02-16 02:00:00,2019-02-16 02:00:00
66.0,64.0,1.15,23.0,9.0,46.0,2019-02-16 03:00:00,2019-02-16 03:00:00
